engine_temp,engine_rpm,oil_level,vehicle_mileage,vibration,health_score
66.2,4917,12.2,137714,0.82,45
103.5,1796,65.9,183482,0.93,60
94.7,4011,82.5,172685,1.1,70
76.4,1396,76.5,97651,0.54,100
64.8,4492,82.6,127113,1.36,70
65.1,750,68.3,90061,0.33,100
113.7,3849,74.9,177488,1.34,45
71.5,711,30.8,107236,1.09,75
79.4,1282,99.3,182485,1.08,85
73.6,1761,22.4,171793,2.02,40
81.3,2979,25.4,155938,2.33,40
64.2,760,32.4,76719,1.13,75
91.1,2025,97.7,192057,0.86,85
64.1,4261,98.9,76305,1.53,85
108.0,877,80.5,142003,2.38,40
74.0,3991,64.8,149149,1.97,50
92.4,2156,54.4,184868,0.21,85
112.8,2515,97.2,25895,1.49,75
99.1,3707,71.1,199429,2.97,25
92.0,902,94.7,52814,1.12,100
79.5,3373,35.1,97272,1.38,75
80.0,4881,36.7,80290,0.93,60
100.2,3845,86.2,48793,1.54,60
119.6,1600,19.2,194920,0.57,35
99.7,4434,94.9,81754,0.82,60
93.5,4606,53.2,44189,2.16,65
103.8,2318,93.0,54346,0.5,75
87.9,4430,37.0,1395,2.79,40
63.6,3781,73.0,183191,0.99,70
93.7,3482,50.9,3961,1.77,100
117.5,1598,64.5,35382,1.03,75
70.5,884,52.9,88790,1.49,100
101.4,1020,96.9,17928,2.72,55
72.1,2760,70.8,12093,0.3,100
92.1,3665,28.9,176529,2.58,25
65.8,2875,91.4,91892,1.72,100
87.0,2094,32.9,139058,2.03,40
105.4,4484,40.3,26726,0.26,60
80.9,3143,14.7,78196,2.31,55
99.9,4726,90.5,184657,0.47,45
107.7,4857,32.2,72570,2.9,15
115.6,2441,29.6,189472,2.42,15
74.1,1321,92.4,64619,1.53,100
84.0,2001,81.5,144652,2.78,65
69.1,1045,18.4,108464,0.59,75
119.5,3391,78.1,190297,2.98,40
115.6,4367,91.7,132276,2.18,25
92.4,3151,12.5,24331,0.39,75
110.5,2567,83.4,134655,1.66,60
91.3,4488,57.0,44099,2.16,65
97.4,3331,68.6,126854,1.88,40
65.3,3229,51.8,7539,1.33,100
105.3,2564,71.3,44379,0.82,75
67.7,1657,8.2,56292,0.79,75
109.6,1357,77.5,124612,2.79,40
106.9,2395,8.2,139295,0.78,35
102.5,2243,48.3,75696,2.89,55
62.2,623,19.3,162411,0.71,60
78.2,1839,83.2,64590,1.21,100
75.8,4750,34.8,11522,0.14,60
81.6,3697,48.1,101872,2.72,65
65.3,1904,45.7,28014,0.4,100
116.2,3142,78.4,122894,1.14,60
93.2,4312,50.7,44082,2.54,65
78.3,4555,80.0,52945,2.4,65
83.8,4903,12.0,127444,2.54,25
86.8,4828,23.2,196809,2.75,25
96.0,1905,57.4,73492,2.74,55
90.9,3774,95.0,138457,2.33,50
115.2,4228,12.1,64552,1.79,35
89.8,1381,9.1,165634,1.73,60
119.5,1166,19.9,66944,0.14,50
111.1,4732,65.9,131988,2.2,25
72.5,4873,42.9,65226,0.76,85
115.8,1238,83.4,53583,2.5,55
67.0,4300,11.8,108180,1.71,60
109.0,4767,23.7,71882,2.96,15
82.8,2999,33.5,114173,0.71,75
112.7,3270,64.5,167006,2.2,40
112.1,1772,70.1,16448,1.69,75
108.4,2320,16.8,184543,2.8,15
107.4,704,94.7,167490,0.87,60
78.3,2282,37.4,14715,0.27,75
64.9,4916,72.8,165855,1.68,70
84.2,2449,54.8,25897,1.61,100
70.4,1462,26.2,102328,1.0,75
101.7,4045,85.4,153770,2.96,25
80.8,3165,82.7,41572,0.3,100
118.5,898,42.6,139915,1.75,60
98.5,3508,60.9,31551,0.85,60
109.3,4737,29.5,99691,0.11,35
68.0,1370,70.5,27442,2.96,80
111.7,3139,34.4,157768,1.5,35
115.4,2062,85.2,87099,2.59,55
89.2,4454,25.7,88399,2.54,40
96.4,3718,6.4,4763,2.46,15
105.9,2732,30.5,27771,1.43,50
70.5,2309,23.1,97734,2.7,55
90.2,1590,53.3,86029,1.17,100
83.9,1310,24.4,136607,1.28,60
68.8,4904,77.5,32519,0.84,85
82.1,638,27.9,129050,1.4,60
64.1,1875,72.2,143092,2.96,65
61.5,2036,60.0,160817,1.76,85
68.1,3593,98.7,30906,2.51,65
117.8,2069,100.0,166968,0.86,60
93.0,2699,87.6,86786,2.87,80
117.9,973,77.2,11297,0.14,75
85.9,4851,41.7,180761,2.8,50
78.7,4625,76.6,188153,2.7,50
90.4,1713,95.9,128996,0.3,85
86.4,3326,7.2,54183,1.85,55
66.3,2998,56.1,190834,2.38,65
98.4,3834,25.7,194645,1.27,20
73.0,1865,58.0,157855,0.37,85
97.2,3723,49.3,46791,2.51,40
99.0,1253,59.7,30086,1.45,75
69.1,4758,57.3,108818,0.86,85
63.7,1108,96.2,95520,0.31,100
106.8,2939,57.5,83957,1.96,55
87.6,3762,85.4,127233,0.22,70
63.5,2287,35.4,41922,2.39,55
119.7,1988,46.6,1243,2.34,55
63.5,2797,49.7,187341,1.04,85
101.7,4511,31.5,123412,1.47,20
119.0,3528,41.1,42829,2.04,40
74.4,1115,61.9,52282,2.88,80
68.5,4258,60.1,152935,1.61,70
67.3,2433,65.5,32337,2.99,80
78.2,629,38.4,99957,1.04,75
66.1,3814,35.0,155760,1.63,45
101.5,925,63.1,7974,0.44,75
63.7,4366,17.6,140563,1.71,45
90.6,4711,29.0,2304,1.66,60
119.8,710,9.0,160072,2.56,15
108.8,706,11.9,88840,2.99,30
96.9,3026,28.1,11498,2.96,30
78.4,4978,6.9,77874,0.79,60
97.4,4964,28.3,124581,1.08,20
91.6,3131,67.2,134886,0.9,85
85.6,3744,10.8,125710,0.68,45
67.8,1398,46.5,92755,0.54,100
113.2,3037,91.7,29925,1.58,75
87.0,2611,80.2,192296,2.63,65
71.7,1025,34.0,78045,1.81,55
82.1,3644,92.9,168878,2.63,50
84.8,3888,36.3,179865,2.88,25
109.7,3514,11.9,13365,1.21,35
104.0,1839,99.4,167621,2.52,40
106.2,3991,87.7,34726,0.25,60
60.7,4813,49.3,50448,1.5,85
85.0,4597,68.3,170181,1.17,70
88.9,3606,68.8,63615,0.69,85
61.2,3639,23.5,120411,1.37,45
75.6,1198,24.0,9224,1.39,75
105.6,2687,49.6,70618,2.44,55
68.2,1784,91.6,86242,2.62,80
92.1,3350,5.9,191021,2.01,40
72.9,3184,79.3,171141,1.94,65
60.7,4113,10.5,178115,0.42,45
74.5,4654,50.4,162006,1.77,70
118.6,4983,65.6,29526,0.9,60
108.1,4536,70.2,19612,0.95,60
117.6,2299,10.6,83395,0.37,50
89.3,3175,44.8,125245,1.94,65
66.6,735,60.5,166247,1.79,85
92.9,2625,11.3,115623,0.74,75
87.3,4135,17.8,43927,0.86,60
110.7,3490,68.0,103719,2.34,55
65.9,3357,54.6,22073,2.4,80
89.3,4373,20.4,125517,1.53,45
69.0,980,55.8,86257,0.53,100
79.5,2128,91.7,137644,0.26,85
104.2,4228,6.5,135022,0.89,20
88.6,1448,66.1,84578,2.22,80
82.6,4727,12.0,186373,1.84,25
83.7,2527,5.6,10006,2.18,55
87.6,2765,19.3,171325,1.47,60
107.1,4886,45.2,158803,2.29,25
113.5,2721,81.2,165487,1.49,60
117.3,3518,31.8,47813,0.34,35
107.2,1072,64.4,188775,0.33,60
78.9,2387,44.1,126491,2.51,65
101.3,713,27.3,171932,1.93,15
86.3,1936,53.9,22013,0.91,100
75.3,938,80.8,3244,2.3,80
110.5,2885,84.1,194512,0.49,60
62.3,1796,85.4,77428,1.97,80
114.1,678,37.2,41462,2.97,30
87.7,3252,80.4,153826,0.54,85
98.2,4980,25.2,20588,0.51,35
99.6,4918,75.2,62182,1.46,60
113.7,3240,95.1,189759,1.96,40
98.2,1856,6.3,191795,0.18,35
96.8,1427,46.8,118500,1.55,75
64.0,3318,66.5,154710,0.34,85
91.1,3410,71.7,785,0.8,100
69.0,3985,21.7,131299,2.17,25
104.2,2565,97.4,70483,2.24,55
90.7,3027,63.5,138549,2.22,65
100.8,3441,20.6,17211,0.29,50
62.5,1213,6.9,79430,2.38,55
65.1,1162,79.4,159459,1.35,85
103.0,4952,12.6,10217,1.48,35
64.3,784,18.4,178560,1.32,60
64.3,2792,59.6,11556,2.59,80
60.7,4665,62.3,77104,2.07,65
117.4,845,70.3,26914,1.55,75
104.3,4686,42.4,156776,2.52,25
81.2,2834,78.5,153538,2.44,65
77.8,1465,97.6,151004,0.11,85
81.0,2687,30.8,196667,1.49,60
106.5,1200,71.8,38199,0.22,75
99.7,3633,93.2,159849,0.99,45
71.1,2656,70.2,150126,2.43,65
70.4,2731,69.7,178264,2.84,65
65.9,1132,26.3,3339,0.8,75
99.6,2642,55.8,84709,0.16,75
105.9,957,58.4,98118,1.27,75
75.9,977,71.5,60534,1.07,100
61.3,2819,99.7,177027,2.06,65
64.9,3907,8.2,92604,1.54,60
118.1,3196,11.2,38316,1.26,50
77.7,1383,12.4,87022,0.77,75
106.2,2979,75.6,56670,2.5,55
97.5,4203,18.0,161713,0.82,20
82.9,1582,64.1,61745,0.26,100
72.3,4542,35.8,19046,1.74,60
67.3,3190,48.4,147657,1.02,85
96.9,1642,25.5,7087,2.17,30
106.5,3138,87.3,111638,0.33,75
98.6,1461,60.7,126041,2.9,40
91.8,2476,94.7,41430,0.64,100
62.5,2435,59.6,40711,1.14,100
118.1,4808,16.8,101660,1.49,35
107.9,4126,21.2,174388,2.68,5
77.6,2285,99.0,43543,2.2,80
118.8,4001,73.9,135543,0.52,45
96.1,2222,9.7,192201,1.37,35
94.9,3257,71.9,27122,1.67,100
104.9,2532,44.2,68659,2.14,55
108.7,1107,34.2,76869,1.76,50
99.4,4078,19.6,51459,1.43,35
67.7,3256,84.8,38771,2.32,80
80.3,1721,11.1,69326,1.2,75
115.7,889,32.5,32036,2.96,30
73.5,3429,34.1,55087,2.85,55
82.3,2809,20.3,166950,2.15,40
85.9,2000,53.3,132673,2.66,65
86.4,1166,6.1,142860,1.24,60
96.8,2073,33.6,184001,1.79,35
116.6,2587,93.7,152379,0.89,60
74.4,4387,34.5,158201,2.67,25
67.3,4465,39.2,194941,1.47,45
71.8,3860,50.0,143784,1.65,70
113.2,4147,58.4,22303,2.61,40
98.7,3851,81.8,46515,2.41,40
77.2,2316,23.1,147076,1.03,60
109.0,1612,87.8,85698,0.35,75
111.7,1910,77.0,93773,0.57,75
110.8,1217,73.7,76025,1.08,75
115.1,4857,13.2,120551,0.99,20
75.1,2582,7.1,82099,0.21,75
105.3,2828,61.4,20349,1.35,75
87.6,1068,87.0,46059,0.41,100
110.5,4716,60.5,190128,0.74,45
103.7,4955,25.3,188444,2.38,5
106.6,1739,13.6,179877,1.54,35
99.4,2036,71.5,146757,1.18,60
70.6,1136,73.6,172769,0.64,85
92.7,1551,21.4,102023,2.61,55
119.1,3413,7.7,121018,2.72,15
116.2,3606,43.8,114742,1.6,60
62.6,4594,60.4,26009,2.77,65
69.9,2440,72.1,122686,1.45,85
67.9,1450,81.9,110138,0.41,100
103.6,2571,63.0,118871,0.15,75
109.1,1791,15.5,19678,0.47,50
72.8,4520,69.8,36623,1.91,65
90.4,2662,98.5,13369,1.03,100
110.4,3646,91.0,166591,1.98,25
104.0,4999,87.8,99028,1.57,60
92.5,4158,33.7,107749,1.07,60
95.4,904,76.3,42256,0.73,75
90.5,3447,85.9,78893,0.34,100
77.9,3035,69.4,91006,2.37,80
93.9,3404,28.8,84419,2.48,55
101.3,2584,95.6,132401,1.67,60
112.4,4536,47.8,92586,0.56,60
98.2,1312,17.3,129141,0.86,35
105.7,3495,15.4,31407,2.87,30
69.6,2281,66.5,119805,0.76,100
87.7,1933,46.6,182851,0.26,85
60.6,3798,14.0,78074,1.7,60
74.8,774,75.3,149906,0.86,85
103.6,3805,80.9,47303,2.88,40
119.5,2016,73.9,107665,1.77,75
66.0,2587,24.2,39825,2.9,55
84.1,2372,70.5,77167,2.38,80
108.0,4866,6.0,188089,2.2,5
72.2,1674,34.0,43327,2.51,55
93.3,1191,42.9,69830,1.85,80
104.0,3578,84.3,42424,0.13,60
97.0,4582,42.1,190608,1.24,45
71.3,3010,6.1,111674,0.74,75
81.3,1447,38.5,83650,1.36,75
107.0,1093,52.4,178318,1.46,60
93.3,1145,95.2,60638,0.47,100
60.3,2886,94.4,154649,0.17,85
105.7,3297,22.2,163247,0.5,35
62.1,4437,22.6,119309,2.59,40
104.7,2140,20.5,194681,2.29,15
72.1,1483,79.9,114952,2.42,80
117.5,4556,5.6,113670,0.9,35
82.1,3694,17.1,83949,0.78,60
79.6,2965,56.1,58587,0.21,100
68.9,3947,28.5,134838,1.47,45
78.3,3671,13.8,39824,1.21,60
112.6,4275,39.2,26056,2.52,15
119.8,1552,31.0,8299,2.08,30
82.1,3900,53.6,36331,0.52,85
86.9,4335,98.0,188295,2.96,50
103.3,3779,16.8,174938,2.33,5
113.2,3563,40.4,127611,2.19,25
95.6,4627,93.5,138921,0.73,45
83.5,3847,88.3,144843,2.72,50
84.8,3957,42.5,29604,1.47,85
101.7,3304,71.4,137107,0.96,60
60.2,1637,13.3,195592,2.0,40
97.2,670,72.7,73495,0.71,75
81.3,3474,97.4,3196,2.73,80
107.7,705,56.1,50337,2.58,55
65.6,1369,52.4,36899,1.45,100
95.3,2609,22.8,150531,0.65,35
88.9,3540,65.2,197020,1.54,70
98.5,2792,61.1,93270,0.53,75
63.9,4095,66.9,76687,0.88,85
94.8,4911,7.5,167687,1.5,45
93.7,4955,57.1,139866,0.16,70
93.6,1533,61.5,24358,2.32,80
96.2,1174,24.7,33849,0.67,50
100.6,4530,24.8,62603,2.61,15
108.3,4980,31.2,119043,0.16,35
76.2,4687,72.6,89582,1.64,85
109.5,3131,62.6,8389,2.35,55
89.9,3019,85.3,172454,0.79,85
64.6,669,33.1,83061,2.15,55
63.5,1902,91.6,56087,2.19,80
80.1,4414,75.7,131028,1.95,50
107.1,2949,42.5,75781,1.16,75
102.5,854,14.0,77895,2.38,30
107.3,2307,29.4,97184,1.92,30
91.0,1433,95.9,135599,1.81,65
86.4,3364,34.5,187330,2.48,40
68.8,3071,36.3,110971,0.81,75
79.7,4342,23.0,6693,0.77,60
86.0,2635,81.7,37671,1.22,100
65.3,2567,31.2,32823,0.31,75
73.2,699,36.4,78950,1.08,75
95.9,2452,44.4,188436,1.28,60
104.1,3783,46.2,106786,1.54,60
119.9,2955,44.1,80586,0.84,75
116.0,711,52.9,18378,2.73,55
98.6,3758,82.4,17218,0.93,60
85.3,782,82.8,145598,2.57,65
98.2,4452,80.8,80278,1.39,60
107.1,764,14.6,118997,2.18,30
67.1,2737,81.0,173946,0.42,85
84.6,2623,16.4,109097,1.68,75
110.4,1054,16.8,99805,2.89,30
83.0,2885,95.0,80831,2.03,80
94.3,1141,82.8,81089,2.48,80
95.3,3265,57.5,44281,0.86,75
71.1,3049,88.1,86608,2.42,80
81.7,4533,99.0,145777,1.12,70
80.1,3486,63.0,147475,1.51,85
61.6,4892,63.2,17416,0.65,85
61.5,4504,76.7,41784,1.51,85
109.9,2288,27.1,112251,1.6,50
76.4,2237,20.9,63376,1.9,55
91.1,4682,77.2,11853,2.62,65
77.9,2490,37.8,28369,0.98,75
116.4,3805,17.8,178193,2.95,5
75.6,1077,34.9,747,2.56,55
85.8,2966,39.1,174398,1.27,60
112.4,3126,96.7,114375,0.76,75
110.5,966,71.3,170844,0.31,60
71.2,2436,55.4,82887,0.78,100
108.2,2315,97.0,179481,2.67,40
87.5,612,90.8,127227,0.95,85
89.0,1135,53.6,160083,0.5,85
68.0,3839,91.0,84718,0.17,85
64.8,2917,43.4,186829,0.96,85
103.7,4642,26.9,50956,0.73,35
89.8,975,27.1,191094,0.4,60
86.2,2324,67.9,67559,2.86,80
103.8,856,52.6,74128,0.88,75
105.9,2864,67.6,190834,0.12,60
69.5,1049,70.2,63769,2.84,80
96.6,1493,7.1,31109,1.78,50
68.1,3812,10.1,86352,0.34,60
105.1,1784,55.6,26499,0.19,75
99.4,3823,23.1,157016,0.41,20
117.4,1908,65.1,97798,1.82,55
64.1,1516,57.5,174352,0.28,85
63.4,747,60.6,101628,1.75,100
76.9,2714,33.7,121851,1.99,40
75.7,4616,65.8,149333,0.53,70
74.8,4540,83.8,174719,1.52,70
114.4,4671,99.8,58741,2.9,40
75.0,3395,84.7,23345,2.53,80
76.3,1042,58.0,141183,2.2,65
105.6,3544,23.4,147461,1.6,20
87.0,4536,69.7,103837,1.24,85
106.6,998,94.1,189001,1.41,60
63.9,1751,25.1,140785,2.32,40
89.3,4392,29.3,167718,1.71,45
62.0,3595,19.2,150925,2.32,25
63.8,2816,75.0,140085,2.91,65
114.4,2307,43.6,119021,1.96,55
68.4,3931,11.0,121321,1.85,25
91.9,2587,88.1,3093,1.28,100
84.7,3168,58.0,178616,0.67,85
80.8,760,36.5,181081,1.19,60
114.0,4504,37.7,98057,1.61,35
61.3,4173,32.6,157953,0.2,45
99.8,3777,48.3,161839,1.48,45
117.8,2425,37.0,171817,2.6,15
93.6,4524,57.1,100854,2.93,65
116.2,2223,78.5,59530,2.58,55
63.1,1776,69.1,33993,0.6,100
85.1,4320,33.0,27132,0.55,60
75.6,3820,55.2,172685,1.24,70
103.8,3859,84.8,56552,0.75,60
118.9,730,11.5,70092,2.06,30
75.4,4162,12.4,133789,0.35,45
99.3,2099,57.8,101696,1.39,75
71.9,3388,65.7,155610,0.91,85
93.9,4308,25.1,173094,1.83,25
87.8,2307,75.8,38890,2.41,80
118.3,2369,66.4,184752,2.78,40
96.5,1918,92.7,39407,2.9,55
81.0,3979,21.1,23402,1.12,60
66.8,3373,76.4,158296,2.58,65
69.1,3590,12.9,194320,1.82,25
73.5,3644,58.7,111749,2.11,65
75.1,975,57.4,70286,2.57,80
111.0,3636,41.9,13820,0.48,60
93.7,1260,85.2,100958,2.85,80
91.4,2003,5.4,35837,1.69,75
66.9,1340,54.4,152050,1.07,85
111.6,903,25.6,144785,1.08,35
103.4,1685,75.6,40431,2.28,55
64.1,3779,9.1,31207,2.07,40
102.5,1810,84.0,6142,2.22,55
92.6,3634,84.6,3755,0.83,85
64.9,828,84.1,66366,0.59,100
87.5,3719,19.5,111929,2.19,40
89.1,2454,64.9,170414,0.97,85
69.9,867,6.4,79229,0.75,75
116.7,3374,85.6,6121,0.72,75
111.0,3449,73.7,159376,0.53,60
100.1,4949,55.5,48294,1.34,60
87.7,2734,74.4,87994,0.86,100
84.7,4059,14.0,64902,2.69,40
99.1,2869,55.2,43704,2.1,55
92.7,1589,32.7,176330,2.26,40
63.7,1537,97.4,34612,1.27,100
90.8,1039,86.4,177089,1.84,65
108.4,2958,74.7,115149,1.55,75
87.6,2607,93.7,96081,0.59,100
63.1,3945,38.0,117679,0.24,60
107.2,4730,90.6,154299,2.08,25
72.1,4343,35.9,58922,0.45,60
75.5,1118,74.6,65736,0.27,100
69.9,868,75.0,82435,1.38,100
79.8,4785,6.7,152906,2.24,25
105.4,1988,39.3,162397,2.33,15
91.2,2294,6.8,29546,2.63,55
72.3,3873,99.7,88410,0.68,85
112.7,1989,16.6,158044,2.96,15
112.8,4465,56.6,196531,2.31,25
112.2,3629,80.1,183455,0.56,45
74.3,2935,24.1,3696,2.54,55
87.1,4274,51.1,52445,1.55,85
119.1,1100,62.7,88921,0.29,75
106.3,2261,20.2,149085,0.48,35
61.6,2699,79.0,151474,1.36,85
63.9,702,33.4,168329,1.64,60
87.8,3346,25.0,122251,2.85,40
114.6,3876,58.0,67552,0.73,60
92.3,3685,44.0,62417,1.47,85
89.9,4137,92.4,41126,0.76,85
66.3,1927,88.6,33743,1.72,100
99.4,3074,50.9,86467,2.74,55
109.3,2279,39.1,40073,1.75,50
82.8,4346,35.9,17243,1.58,60
106.5,3162,30.4,20328,2.28,30
117.9,4763,56.7,209,0.53,60
72.2,3917,81.5,9800,2.73,65
91.4,3036,34.5,65749,1.78,75
77.2,907,23.1,87817,2.09,55
107.6,4596,50.2,28007,2.47,40
94.7,1689,11.6,38550,1.94,55
98.1,2994,71.6,171242,1.96,40
107.9,4604,54.2,156620,2.22,25
83.8,1266,52.2,159447,0.25,85
114.9,4763,33.5,128396,1.21,20
92.0,2834,90.9,65839,2.89,80
69.5,1836,13.6,121964,0.85,60
101.8,2223,87.6,187224,1.67,60
107.6,1974,40.8,90094,0.61,75
79.0,3911,88.7,50012,1.04,85
111.4,776,74.2,182079,2.18,40
114.4,1953,14.9,166007,1.96,15
76.6,3528,84.0,71495,1.3,85
119.0,1225,69.8,97489,2.82,55
68.4,3254,8.1,166314,2.35,40
72.1,4208,17.7,100681,0.88,60
71.1,4315,65.4,26326,1.45,85
113.6,4874,67.9,130194,2.65,25
99.3,994,75.9,85331,0.17,75
69.1,1768,73.4,53811,1.79,100
86.4,797,67.7,53537,0.77,100
96.9,1568,77.8,57829,0.29,75
65.0,4508,59.6,9552,2.75,65
112.9,3755,29.8,15485,2.47,15
108.2,3104,91.7,164612,0.64,60
90.3,1876,6.7,77505,2.53,55
118.0,4767,39.8,50984,0.52,35
85.1,4918,74.2,177185,1.48,70
119.0,1869,45.6,138677,2.2,40
100.1,1964,7.4,99603,1.65,50
98.1,1523,11.3,81389,2.57,30
70.0,1070,66.6,155829,1.89,65
112.9,3616,96.7,124142,1.35,45
85.6,2654,57.4,44865,2.78,80
69.7,4883,53.1,62811,0.21,85
60.8,2651,35.2,8337,1.52,75
93.6,3554,29.4,77670,2.02,40
91.6,1748,7.0,132911,2.52,40
103.2,3686,30.9,53102,1.67,35
113.4,1559,47.7,17702,2.67,55
64.8,1229,23.8,16359,1.34,75
103.9,1374,13.3,88038,1.02,50
71.2,959,73.2,32514,2.92,80
111.5,1117,90.0,174290,2.03,40
109.1,1943,94.0,134012,1.33,60
92.4,2569,63.7,23953,2.65,80
102.6,3827,10.0,192477,2.08,5
78.9,3499,75.4,38226,1.95,80
88.3,1534,15.5,2052,2.21,55
109.3,2586,68.6,186678,2.24,40
87.6,976,79.0,175884,1.53,85
81.5,4160,74.0,137377,1.32,70
89.7,2374,95.4,139479,2.74,65
109.7,2105,75.1,785,1.54,75
80.1,3254,70.9,198243,0.73,85
70.4,1610,29.9,122026,1.61,60
102.7,4077,92.9,145344,0.2,45
109.6,1830,22.1,10491,2.2,30
66.0,1777,91.0,77480,0.47,100
74.4,4457,34.7,134181,0.42,45
68.5,2695,17.4,143587,2.84,40
80.9,2272,83.5,120741,2.34,65
87.0,2528,5.2,168844,1.3,60
104.9,4439,84.0,153212,0.79,45
99.1,3778,29.9,72981,2.55,15
97.3,4868,89.0,33052,2.91,40
81.1,3153,70.7,44541,1.57,100
110.5,3045,68.3,129672,1.78,60
88.3,4989,39.7,133485,0.8,45
118.7,1151,10.6,149099,1.81,15
98.0,3497,83.9,140391,1.26,60
67.6,1639,21.2,159120,2.55,40
100.6,1484,40.4,189685,1.19,60
79.5,3651,62.0,161444,1.98,50
101.2,4829,50.8,71871,0.69,60
64.2,4197,23.9,49795,0.36,60
70.5,3155,18.4,195879,0.22,60
111.3,1689,16.7,121999,1.31,35
73.6,1058,87.0,64394,0.57,100
110.2,4854,8.0,92890,2.98,15
76.8,2607,97.8,172057,2.42,65
98.6,2520,23.9,108541,2.11,30
101.6,1603,15.5,102241,2.43,30
90.8,3683,59.8,70343,0.86,85
78.3,2714,12.6,146022,2.65,40
72.8,3189,62.2,71872,2.99,80
62.0,2743,85.8,137596,0.94,85
78.2,4910,9.6,192246,2.96,25
99.2,2841,81.0,38490,1.03,75
116.3,2686,42.5,50220,0.13,75
112.3,1538,20.2,172970,1.16,35
106.0,4901,21.7,167938,2.99,5
107.3,4570,92.3,15265,1.94,40
99.9,4599,15.5,93759,2.12,15
75.6,4008,87.3,29830,0.79,85
114.4,1370,56.7,79138,0.52,75
100.2,848,8.7,141589,2.67,15
93.6,972,49.1,139167,1.3,85
66.7,3526,82.7,47385,0.11,85
86.8,4457,74.0,50295,0.95,85
87.6,1301,51.4,22277,0.67,100
111.9,2785,86.7,89261,1.85,55
92.8,1541,16.4,96714,2.29,55
82.8,4514,91.4,184286,1.54,70
118.6,1393,85.4,171637,0.64,60
66.6,1277,72.3,197558,0.27,85
85.4,2161,82.7,101048,1.01,100
62.5,4653,56.7,179954,2.44,50
104.4,1052,69.1,53822,1.32,75
115.1,3066,58.3,1920,0.83,75
76.8,4256,38.8,140948,0.16,45
111.5,4746,59.0,153068,1.54,45
77.5,4354,29.5,137491,2.09,25
114.6,809,46.8,9160,0.65,75
105.2,2526,31.7,31706,1.66,50
108.3,4566,16.7,170012,1.32,20
61.1,2477,35.6,38698,2.14,55
117.8,1226,85.9,175347,2.6,40
103.6,3326,41.2,178496,0.99,60
78.3,2058,76.1,168578,2.72,65
109.8,3424,21.6,22879,2.15,30
76.9,1850,45.3,151845,0.21,85
112.4,4963,15.9,78570,2.39,15
66.8,2763,18.2,3884,1.53,75
102.2,2223,63.7,99036,2.84,55
92.4,2453,62.7,31803,1.04,100
65.8,1353,25.3,151135,1.81,40
74.5,2468,50.1,20236,2.87,80
60.7,781,87.0,162334,0.89,85
88.1,2113,21.5,182651,1.47,60
78.1,1502,6.8,102003,2.28,55
95.9,3944,66.9,70717,2.1,40
77.8,4053,10.1,191408,2.53,25
78.0,4207,98.1,122001,1.61,70
104.6,3156,62.9,18484,1.02,75
62.9,2739,49.7,194098,1.65,85
114.2,4844,45.8,108388,1.11,60
111.1,2764,59.4,13280,0.61,75
100.1,3212,13.6,2754,1.71,50
95.6,2621,93.4,50258,0.24,75
113.5,3421,64.4,43386,0.21,75
71.1,2881,22.5,31365,0.29,75
64.7,2170,58.4,81353,2.05,80
74.4,2572,17.7,160676,1.28,60
107.7,4586,6.7,1803,1.53,35
62.1,2844,64.9,124907,1.1,85
95.0,3042,66.6,139344,0.84,85
119.7,1313,60.5,121345,1.14,60
111.3,4145,22.4,105210,0.66,35
91.3,822,62.3,27117,2.07,80
63.8,1463,10.4,175771,0.4,60
109.9,2025,62.9,199596,1.6,60
95.9,2904,57.6,7204,1.48,75
66.9,1253,67.2,62519,0.98,100
65.6,1759,90.1,162936,0.4,85
114.6,2442,85.8,50386,2.14,55
100.2,1043,98.2,16486,1.75,75
109.8,3065,97.7,145846,2.45,40
112.7,3457,78.4,103216,0.78,75
94.3,1880,95.9,197354,2.4,65
91.0,3639,87.4,145445,0.95,70
85.8,4395,74.1,168748,0.43,70
79.0,4237,12.2,3691,0.49,60
86.1,4358,9.7,44445,0.74,60
106.4,699,84.6,156895,2.08,40
96.1,2686,51.5,101368,0.81,75
113.6,2910,82.4,54564,1.85,55
86.6,4845,34.7,198327,0.84,45
96.4,3337,42.8,182426,1.16,60
97.9,2207,71.5,87071,2.68,55
95.5,3553,92.0,137098,1.55,45
102.2,4581,13.3,174568,1.84,5
74.2,3794,86.8,14073,0.65,85
90.7,4939,80.3,152908,0.48,70
66.3,3692,35.0,196258,1.3,45
83.1,3562,38.7,138256,2.58,25
89.3,3262,9.4,191901,0.8,60
99.1,1455,6.5,1789,1.9,30
117.0,2746,50.3,30353,2.63,55
96.0,1986,14.1,26340,2.81,30
104.6,2316,23.4,47343,2.98,30
90.4,4751,85.4,159005,2.31,50
98.0,2325,59.2,144758,0.32,60
64.3,2553,65.2,160330,2.63,65
75.3,784,22.8,125877,2.67,40
81.7,1121,83.7,33027,1.72,100
88.3,2911,87.5,149374,0.3,85
62.7,1848,54.7,121192,1.48,85
68.4,2258,91.7,186827,0.71,85
76.6,1602,85.3,178074,1.38,85
118.3,3827,74.5,90095,2.2,40
79.9,3738,74.7,130563,2.04,50
88.9,2528,15.0,113570,2.36,55
71.8,993,30.7,26362,1.48,75
96.6,2217,11.4,7252,1.58,50
76.8,4241,5.8,121918,2.81,25
72.4,1260,20.0,196707,1.93,40
91.0,4764,88.6,15090,2.27,65
